hour,kind,name,from_w,to_w,loading_percent,p_from_mw
h_04,trafo,69/12.5 kV Transformador Rincón,WRINCF,WRINCK,17.719138516012404,0.0037384154407112055
h_04,trafo,69/4.16 kV Transformador Rosa Julia Cruz,WNAGUF,WRJCRK,79.79216399346603,0.0031833947648202366
h_04,trafo,69/12.5 kV Transformador El Salto,WCONSF,WESALK,10.734386319350357,0.0008065893475660056
h_04,trafo,69/13.8 kV Transformador La Vega Grupo 1,WGVEGF,WLVE2K,5.864033626799796,1.3053221445903171
h_04,trafo,69/13.8 kV Transformador La Vega Grupo 2,WGVEGF,WLVE2K,5.916158448237553,1.3151221275581935
h_04,trafo,69/12.5 kV Transformador Aniana Vargas,WBPERF,WAVA1K,11.823463756246635,5.591771891208169e-05
h_04,trafo,69/12.5 kV Transformador Jimenoa,WXJIMF,WJIMEK,8.345063235152239,0.07979416696291484
h_04,trafo,69/12.5 kV Transformador Hatillo 1,WHATIF,WHATIK,21.403085135481952,0.10779838348661215
h_04,trafo,69/12.5 kV Transformador Hatillo 2,WHATIF,WHAT2K,17.809978548939345,0.03563180073171866
h_04,trafo,69/13.8 kV Transformador Brazo Derecho,WBDERF,WBDERK,31.066797924245186,0.009362666383384718
h_04,trafo,138/69 kV Trafo Playa Dorada,,WPDORF,0.0,0.0
h_05,line,69 kV La Romana – Rancho Peligro_b,WXBLEF,WXGYMF,30.32882479920631,9.074961630495268
h_05,line,69 kV La Romana – Rancho Peligro_a,WLROMF,WXBLEF,23.85438871026939,9.224260502783965
h_05,line,69 kV Derivación Batey Lechuga,WXBLEF,WBLECF,0.18094183456253715,0.027032518678838643
h_05,line,69 kV La Romana – La Romana Pueblo_a,WLROMF,WLRPUF,76.64510297867054,33.95542285362933
h_05,line,69 kV Buena Vista – Higüey_c,WXBENF,WHIGUF,37.30461545447522,8.594180556835825
h_05,line,69 kV Hato Mayor 2 – SPM_b,WXHMAF,WXCSUF,9.753926027218258,6.997852759429947
h_05,line,69 kV Hato Mayor 2 – SPM_a,WXHMAF,WHMA2F,30.456755249477247,-21.767638219429436
h_05,line,69 kV SPM – ZF SPM Chentec_d,WXZSPF,WXSPAF,28.429854057196913,22.27414865060154
h_05,line,69 kV La Romana – Rancho Peligro_c,WXGYMF,WRPELF,7.887294105165522,2.268925111660138
h_05,line,69 kV SPM – ZF SPM Chentec_e,WXSPAF,WZSPCF,0.7703321461444744,0.4156361315599856
h_05,line,69 kV Derivación San Pedro TG_a,WXSPMF,WSPEGF,0.009235700834165224,8.266076726844896e-11
h_05,line,69 kV SPM – ZF SPM Chentec_b,WXSPMF,WSESEF,45.16923672879873,25.65839015695714
h_05,line,69 kV Derivación Guavaberry,WXGAVF,WGUAVF,4.693898610409217,1.0592433776440364
h_05,line,69 kV Hato Mayor 2 – Sabana de la Mar,WHMA2F,WSMARF,0.7635288412917198,8.742820305030831e-05
h_05,line,69 kV Buena Vista – La Romana,WLROMF,WBVISF,35.0518030416018,25.881381362560496
h_05,line,69 kV SPM – ZF SPM Chentec_a,WSPM1F,WXSPMF,57.05390064649244,25.690448557339078
h_05,line,69 kV SPM – Boca Chica(Cementos)_a,WSPM1F,WXCIGF,23.775879381828688,13.674530041393169
h_05,line,69 kV Hato Mayor 2 – SPM_c,,WXCSUF,0.2259081617788908,1.0057313853831684e-13
h_05,line,69 kV SPM – ZF SPM Chentec_c,WSESEF,WXZSPF,44.1052732065617,25.052975215319595
h_05,line,69 kV Derivación Consuelo,WXCSUF,WCSULF,18.264684051642995,6.956221754277629
h_05,line,69 kV Derivación Yamasá,WYAMAF,WXYAMF,36.90643538958209,-13.47098993992908
h_05,line,69 kV Buena Vista – Higüey_a,WBVISF,WXCHAF,43.25274233123053,15.21085249463289
h_05,line,69 kV Buena Vista – Higüey_b,WXCHAF,WXBENF,42.66593317603872,14.657017723033453
h_05,line,69 kV SPM – Boca Chica(Cementos)_g,WXCATF,WCAYAF,10.168245565080017,1.4223366052740674
h_05,line,69 kV SPM – Boca Chica(Cementos)_f,WCAYAF,WXGAVF,11.705095733892065,-4.960439973901666
h_05,line,69 kV SPM – Boca Chica(Cementos)_e,WXGAVF,WXCNAF,14.301809991806286,-6.02785215791616
h_05,line,69 kV SPM – Boca Chica(Cementos)_d,WXHHIF,WXCNAF,14.161248762347961,6.0866158410018
h_05,line,69 kV SPM – Boca Chica(Cementos)_c,WXCIGF,WXHHIF,14.978385944587766,6.830572674479386
h_05,line,69 kV Cítricos Nacionales – INCA km 22_d,WXCDAF,WXCPVF,26.22215812829614,-10.957593900691288
h_05,line,69 kV Derivación Hato Nuevo,WXHNUF,WHNUEF,16.307544284709792,6.583472863704447
h_05,line,69 kV Derivación MERCASID_a,WXPETF,WXGPEF,18.319055072065204,12.99363005977416
h_05,line,69 kV Arroyo Hondo – Capotillo_b,WXMALF,WXPETF,20.030925289149124,14.239593808466802
h_05,line,69 kV Arroyo Hondo – Capotillo_a,WAHONF,WXMALF,23.41792244476788,16.82880587446448
h_05,line,69 kV Bayona – Palamara_c,WXPDIF,WXCABF,54.01505509408081,38.69248197390675
h_05,line,69 kV Derivación ZF Los Alcarrizos_b,WXCBYF,WXDISF,31.351317590427584,22.49120471163123
h_05,line,69 kV Derivación ZF Los Alcarrizos_a,WXCABF,WXCBYF,44.705301893240915,31.838470478520698
h_05,line,69 kV Palamara – Plastifar_b,WNOVOF,WXNOVF,15.761301098922747,11.540092675552929
h_05,line,69 kV Cítricos Nacionales – INCA km 22_a,WXCINF,WCINAF,0.924866193802094,0.37672101798943003
h_05,line,69 kV Derivación Campamento 16 Agosto,WXCDAF,WCDAGF,1.1170611114609195,0.4700308033210192
h_05,line,69 kV Cítricos Nacionales – INCA km 22_e,WXCPVF,WINCAF,31.46966129519686,-13.191599595446965
h_05,line,69 kV Cítricos Nacionales – INCA km 22_c,WXCDAF,WXPCGF,25.124492364358137,10.487563097369982
h_05,line,69 kV Derivación Ciudad Satélite,WXCSAF,WCSATF,13.835741944297803,10.683621933974552
h_05,line,69 kV Metropolitano – Listín Diario_d,WXBPOF,WLDIAF,0.3379641309125532,0.1412361958895682
h_05,line,69 kV Derivación Oleoducto FALCONDO,WXOFAF,WOFALF,0.058171389559662334,0.016749126718525294
h_05,line,69 kV Derivación Cervecería Bohemia,WXBOHF,WCBOHF,2.7567997379977225,1.9367196648821818
h_05,line,69 kV Metropolitano – Listín Diario_c,WXHACF,WXBPOF,2.142661877234859,0.9065878764564195
h_05,line,69 kV Bayona – CAASD Bayona_a,WBAYOF,WXCBAF,1.789284885195146,1.3158832122374704
h_05,line,69 kV Derivación Grupo Haché,WGHACF,WXHACF,0.4027551824130273,-0.18109965999762836
h_05,line,69 kV Metropolitano – Listín Diario_b,WXCODF,WXHACF,1.4381813105828978,1.0876978026847113
h_05,line,69 kV Hainamosa – Boca Chica(Tamarindo)b,WXTMRF,WXAORF,46.61182543169055,16.99198398828712
h_05,line,69 kV Derivación Acueducto Oriental,WXAORF,WAORIF,17.70678714092101,10.15407025178459
h_05,line,69 kV Dajao – Sabana Perdida_a,WDJAOF,WXTDAF,27.718599732436317,37.87728697236895
h_05,line,69 kV Los Mina – Templástica_a,WXMEGF,WLMINF,20.38670085024976,-10.476390245717463
h_05,line,69 kV Derivación Megacentro,WXMEGF,WMEGAF,1.6051007188555682,1.12947638194489
h_05,line,69 kV Derivación Grupo Alaska,WXGALF,WGALAF,0.7917447595372641,0.3157333637869736
h_05,line,69 kV Los Mina – Templástica_b,WXMEGF,WXTAMF,18.988393763026647,9.346913863772857
h_05,line,69 kV Los Mina – Templástica_c,WTEMPF,WXTAMF,33.13760521766055,-9.34035858299977
h_05,line,69 kV Invivienda – Villa Duarte_b,WXGPLF,WXINVF,30.848121617336034,22.357964055577927
h_05,line,69 kV Los Mina – Timbeque,WLMINF,WDESPF,22.18030428591002,-16.6488467780025
h_05,line,69 kV Capotillo – Timbeque,WDESPF,WCAPOF,60.32517695788818,43.436788838347454
h_05,line,69 kV Dajao – Sabana Perdida_b,WXTDAF,WSPERF,34.82243828855198,24.201564448828847
h_05,line,69 kV Boca Chica – Mata de Palma_c,WXKVEF,WXKVNF,21.69080030043056,15.056592199449806
h_05,line,69 kV INCA km 22 – Palamara_a,WXCSAF,WINCAF,39.08338722549669,29.525320561173164
h_05,line,69 kV Boca Chica – La Caleta,WXKVEF,WLCALF,12.923638551944869,-9.239519656725744
h_05,line,69 kV Boca Chica – ZF Las Americas_d,WLCALF,WXLC2F,16.93179328558895,11.731095522151142
h_05,line,69 kV Boca Chica – ZF Las Americas_b,WXPC2F,WXPCIF,50.604635410398714,-37.02976511481545
h_05,line,69 kV Derivación ZF Gildan,WXMPAF,WZGILF,4.739103261379833,3.3512268730989345
h_05,line,69 kV Boca Chica – Mata de Palma_g,WXMPAF,WXGUEF,5.562137651698408,-4.008888795785554
h_05,line,69 kV Derivación Acueducto Brujela_b,WXCA2F,WABRUF,16.02206215194367,8.466382583190477
h_05,line,69 kV Derivación Aero Las Américas,WXLC2F,WAAMEF,3.4289660721893775,2.4876113644900797
h_05,line,69 kV Boca Chica – ZF Las Americas_e,WXLC2F,WXZAMF,13.574348718267986,9.241593267970268
h_05,line,69 kV Boca Chica – ZF Las Americas_f,WXZAMF,WZAMEF,12.00950047289915,8.339979295614741
h_05,line,69 kV Derivación Multiform,WXIISF,WMULTF,6.545085827718113,2.5596480934766115
h_05,line,69 kV Derivación INCA La Isabela_a,WXINAF,WXIISF,6.805175681623685,2.6660964080071694
h_05,line,69 kV Dajao – Monte Plata Solar_c,WMPLAF,WXYAMF,39.476627888744545,-24.381090902600725
h_05,line,69 kV Derivación Smurfit Kappa,WSKAPF,WXSKAF,1.7359347974176778,-1.2451061630001672
h_05,line,69 kV Palamara – Bco Nacional Vivienda_b,WXAHGF,WXALIF,23.18424490142042,-12.43570941703397
h_05,line,69 kV INCA km 22 – Palamara_b,WXCSAF,WXIPSF,52.685875933068736,-40.208942495156975
h_05,line,69 kV Dajao – Monte Plata Solar_b,WXSPRF,WXYAMF,60.53887574845782,38.9846290217425
h_05,line,69 kV Derivación Molinos del Ozama,WXMOLF,WMOZAF,3.4396647256815323,2.374839381564423
h_05,line,69 kV Derivación Grupo Malla,WXMALF,WGMALF,5.9723756778781345,2.5611600790983338
h_05,line,69 kV Boca Chica – Mata de Palma_b,WXCA2F,WXKVEF,9.011313876068847,5.826566424984633
h_05,line,69 kV Invivienda – Villa Duarte_c,WXGALF,WXGPLF,33.846448484430695,24.637068644945003
h_05,line,69 kV Palamara – Bco Nacional Vivienda_c,WXAHGF,WBNVIF,22.944781731080358,12.247372866858022
h_05,line,69 kV Derivación Aeropuerto El Higüero,WXAHGF,WAHIGF,0.33353906242169,0.18833655017543002
h_05,line,69 kV Derivación ZF Los Alcarrizos_c,WXDISF,WZALCF,22.83049063721696,16.323909520625175
h_05,line,69 kV Invivienda – Villa Duarte_a,WXINVF,WINVIF,25.57374205348011,18.352283293908805
h_05,line,69 kV Derivación Acueducto La Isabela,WXALIF,WALISF,0.5760326437333404,0.3117283630415863
h_05,line,69 kV Invivienda – Villa Duarte_d,WVDU1F,WXGALF,34.28909903540693,25.031581176785057
h_05,line,69 kV Timbeque – Villa Duarte_b,WXMOLF,WVDU1F,37.827407313085814,28.022831857285347
h_05,line,69 kV Hainamosa – Boca Chica(Tamarindo)a,WHNS1F,WXTMRF,52.00280702495107,20.055671784776745
h_05,line,69 kV Hainamosa – Invivienda,WHNS1F,WXTH1F,47.77655416876072,35.21867145819337
h_05,line,69 kV Hainamosa – Boca Chica(Tamarindo)c,WXBASF,WXAORF,30.731094042929826,-6.699009083230887
h_05,line,69 kV Boca Chica – ZF Las Americas_c,WXPC2F,WLCALF,48.801432402451134,35.908629344816
h_05,line,69 kV Boca Chica – Mata de Palma_f,WXZBVF,WXGUEF,16.300439079339007,9.927851643697545
h_05,line,69 kV Palamara – Madre Vieja_b,WXPA1F,WXPA2F,45.075221300807414,29.410586508185737
h_05,line,69 kV Bayona – Multiparques,WMLTPF,WBAYOF,13.770113886585115,10.31730057052348
h_05,line,69 kV Dajao – Monte Plata Solar_d,WMPLAF,WMPSOF,0.0027272236812731724,7.501455022913588e-12
h_05,line,69 kV Derivación Kilómetro 24,WXKVNF,WKVENF,7.3256283654512755,5.026878405801984
h_05,line,69 kV Arroyo Hondo – Palamara_a,WXPLAF,WAHONF,3.1437849967320672,4.357963537520367
h_05,line,69 kV Arroyo Hondo – Palamara_b,,WXPLAF,0.08366076363676678,1.489734524815721e-13
h_05,line,69 kV Boca Chica – ZF Las Americas_a,WBCHIF,WXPCIF,53.72881100523907,39.57111432557094
h_05,line,69 kV Boca Chica – SPM_a,WXCATF,WBCHIF,27.383093215841498,-20.75532087655069
h_05,line,69 kV Bayona – Palamara_d,WGPALF,WXPDIF,56.581930610758015,40.78825981785546
h_05,line,69 kV Palamara – Plastifar_a,WPALBF,WNOVOF,22.44240501022714,16.410826624856707
h_05,line,69 kV INCA km 22 – Palamara_e,WGPALF,WXPLCF,65.20447483889788,50.65576975036722
h_05,line,69 kV Palamara – Bco Nacional Vivienda_a,WGPALF,WXALIF,23.732558919249243,12.787970098452803
h_05,line,69 kV Timbeque – Timbeque 2,WDESPF,WTI22F,87.45499173481699,-117.35545274136953
h_05,line,69 kV La Cuarenta – Timbeque 2_c,WXTTIF,WTI22F,23.732770200346106,-16.95461243224074
h_05,line,69 kV Estrella del Mar 3 – Timbeque 2,WEMB3F,WTI22F,90.19650589756881,146.999999999997
h_05,line,69 kV Estrella del Mar 3 – Timbeque,WDESPF,WEMA3F,3.865570953750012,0.6317483714307938
h_05,line,69 kV La Cuarenta – Timbeque 2_b,WXINAF,WXTTIF,22.711464629008574,-16.217537868254798
h_05,line,69 kV Derivación Metropolitano,WXHE1F,,0.1639511949615391,8.518472358858287e-07
h_05,line,69 kV Boca Chica – Mata de Palma_h,WXMPAF,WXLPAF,0.8820945987812973,0.6576619226844483
h_05,line,69 kV Cítricos Nacionales – INCA km 22_b,WXPCGF,WXCINF,20.214630151973253,8.264449355386498
h_05,line,69 kV Derivación Base Aerea San Isidro,WXBASF,WBASIF,18.95316650093036,6.294988406568951
h_05,line,69 kV Derivación Tamarindo,WTAMAF,WXTMRF,5.637239735722593,-3.0543981690002218
h_05,line,69 kV Derivación INCA La Isabela_b,WIISAF,WXIISF,0.26602064459905334,-0.10521999999555152
h_05,line,69 kV Dajao – Monte Plata Solar_a,WDJAOF,WXSPRF,67.67077366863347,44.387232077822375
h_05,line,69 kV Arroyo Hondo – Kilómetro 10.5_b,WKDMEF,WXCARF,45.9188163858265,-31.422579710998992
h_05,line,69 kV Arroyo Hondo – Kilómetro 10.5_a,WAHONF,WXCARF,48.18096220567205,33.079064951783124
h_05,line,69 kV Hainamosa – Boca Chica(Tamarindo)d,WXBASF,WXMARF,22.447264909606265,0.4040206766634908
h_05,line,69 kV Hainamosa – Boca Chica(Tamar(1),WXMARF,WXZBVF,22.571378944034475,0.39010185907735107
h_05,line,69 kV Boca Chica – Mata de Palma_e,WXZBVF,WXGRMF,18.083267603269682,-9.546511349220703
h_05,line,69 kV Boca Chica – Mata de Palma_d,WXGRMF,WXKVNF,17.71658780855786,-9.991540586377068
h_05,line,69 kV Derivación ZF Multinodal Caucedo,WXPCIF,WZMCAF,5.503111415030749,2.3003022983803127
h_05,line,69 kV Boca Chica – Acueducto Brujuela_a,WXCA2F,WXCATF,28.632899601037803,-19.251868465175146
h_05,line,69 kV Derivación Cartonera del Caribe_b,WCCARF,WXZAMF,1.6831534013648806,-0.8934181249977309
h_05,line,69 kV Bayona – Palamara_a,,WXHNUF,0.029750607878480037,0.0
h_05,line,69 kV Bayona – Palamara_b,WXHNUF,WXCABF,9.331924832167498,-6.58347286908011
h_05,line,69 kV Arroyo Hondo – Capotillo_c,WXPETF,WXSKAF,1.7219172983098168,1.2451919156837592
h_05,line,69 kV Arroyo Hondo – Capotillo_d,WXSKAF,,0.016714427098937112,9.40400204636632e-10
h_05,line,69 kV Palamara – Plastifar_c,WXNOVF,WPLASF,16.8386472684395,7.176813874004406
h_05,line,69 kV Derivación Plastifar,WXNOVF,WXPLAF,6.186630802671508,4.358902801450223
h_05,line,69 kV La Cuarenta – Timbeque 2_a,WXINAF,WLCUAF,18.863893063147792,13.55144146024684
h_05,line,69 kV Timbeque – Villa Duarte_a,WDESPF,WXMOLF,40.612582850936924,30.419239154955896
h_05,line,69 kV Derivación G. Ramos Charles,WXINVF,WGRCHF,1.1710388116241708,0.4647148981846103
h_05,line,69 kV Derivación ZF San Isidro,WZSISF,WXZHAF,8.223244672785766,-3.5134116903057624
h_05,line,69 kV INCA km 22 – Palamara_d,WXPLCF,WXIPSF,64.61408835039559,50.06090976823238
h_05,line,69 kV Arroyo Hondo – La Cuarenta,WAHONF,,0.0757782439889752,8.605005871741707e-08
h_05,line,69 kV Los Mina – Villa Duarte,WLMINF,WVDU1F,18.802399141077267,-4.884196986744476
h_05,line,69 kV Hainamosa – Invivienda_a,WXTH1F,WINVBF,47.792663394016216,35.16458562483747
h_05,line,69 kV Palamara – Madre Vieja_g,WXARDF,WXTISF,36.02170824401259,26.337645711406005
h_05,line,69 kV Palamara – Madre Vieja_h,WXTISF,WMVIEF,35.041941813339086,26.280046310750638
h_05,line,69 kV Boca Chica – Mata de Palma_a,WXLPAF,WMPALF,0.16125286862675456,8.632657781474652e-07
h_05,line,69 kV Derivación ZF San Isidro_a,WXZHAF,WXINVF,8.206347995710916,-3.517364139277346
h_05,line,69 kV Derivación Parque Industrial DISDO,WXDISF,WDISDF,8.544206944579596,6.158680776961624
h_05,line,69 kV Derivación Maranatha,WXMARF,WMARAF,0.10303601639999674,2.1963257531248852e-07
h_05,line,Derivación 69 kV CCN,WPLCCF,WXPLCF,0.625674008570893,-0.46088334000022185
h_05,line,69 kV Derivación Templastisa_a,WXTH1F,WXTH2F,0.010185290770436206,2.571011440948788e-10
h_05,line,69 kV Derivación Templastisa_b,WXTH2F,WTHAIF,0.006918311139545619,6.765083838847956e-11
h_05,line,69 kV Dajao – Martí,WDJAOF,WMARTF,0.1892379073665088,1.4173558829305445e-06
h_05,line,69 kV Derivación Las Parras,WXLPAF,WLPARF,0.9203802029656052,0.6575778856540035
h_05,line,69 kV Derivación ZF Hainamosa,WXZHAF,WZHAIF,0.01516424635247257,3.942566638608977e-10
h_05,line,345 kV Bonao 3 – El Naranjo L1,WNAR3D,WBO31D,17.71843408228563,-209.42620873759807
h_05,line,345 kV Bonao 3 – El Naranjo L2,WNAR3D,WBO31D,17.71843408228563,-209.42620873759807
h_05,line,345 kV Bonao 3 – Julio Sauri_a,WXJS3D,WBO31D,11.80300479704649,142.22391488818153
h_05,line,345 kV Bonao 3 – Julio Sauri_b,WXJS3D,WJSA1D,11.827066784141579,-142.22391488818286
h_05,line,230 kV Bonao 3 – PVDC_a,WXPV1D,WXBO2D,23.241049434920015,-109.64317359717452
h_05,line,230 kV Bonao 3 – Quisqueya 2_a,WXPV3D,WXBO2D,3.8167043180570155,-15.723652060013857
h_05,line,230 kV Bonao 3 – Quisqueya 2_b,WQU21D,WXPV3D,4.068295005514115,-15.69380025971421
h_05,line,230 kV PVDC – Quisqueya 1_b,WQU21D,WXPV2D,4.03686947736351,10.577193442029559
h_05,line,230 kV PVDC – Quisqueya 1_a,WPVDCD,WXPV2D,2.2005284160872165,-10.55686861384641
h_05,line,230 kV Bonao 3 – PVDC_b,WXPV1D,WPVDCD,23.06048555841911,109.64317359717552
h_05,line,345 kV Bonao 3 – Guerra_a,WXJS4D,WBO31D,5.8734068544381755,65.29699865277885
h_05,line,345 kV Guerra – Julio Sauri_b,WXGUED,WJSA1D,4.3130274258829395,-41.54793586234072
h_05,line,345 kV Julio Sauri – Punta Catalina L1,WPCA1D,WJSA1D,17.011462806741687,275.64512092963326
h_05,line,345 kV Bonao 3 – Guerra_b,WXJS4D,WGUE2D,6.3597746036863505,-65.29699865277796
h_05,line,345 kV Guerra – Julio Sauri_a,WXGUED,WGUE2D,5.046524250174911,41.54793586233834
h_05,line,138 kV SPM – SPM 2_b,WXLO3E,WSP2CE,47.50917444099969,-64.694198334363
h_05,line,138 kV Los Orígenes – SPM 2_b,WXLO2E,WSP2CE,42.1454963888595,-57.48018196369614
h_05,line,138 kV Cotoperí – La Romana,WCOTAE,WLROME,15.159723667433637,-21.67892909909262
h_05,line,138 kV Coastal – SPM_b,WSPMAE,WXCO1E,35.27025259661261,55.4495370425538
h_05,line,138 kV Cumayasa – SPM_b,WSPMAE,WXCO2E,41.7859740614011,65.609638679129
h_05,line,138 kV CEMEX – SPM 2,WCEMEE,WSP2CE,16.05432404249655,-49.56868603786456
h_05,line,138 kV Juan Dolio – SPM 2_a,WXJD3E,WJDO1E,18.803338831712306,59.68649600079381
h_05,line,138 kV Juan Dolio – SPM 2_b,WXJD3E,WSP2CE,18.793870637709926,-59.68649600079281
h_05,line,138 kV CIP La Luisa – SPM 2_b,WSP2CE,WXCL3E,13.325269537963047,42.225114599494326
h_05,line,138 kV El Seibo – Higüey,WESEIE,WHIGUE,13.218151275633819,20.113884702293795
h_05,line,138 kV SPM – SPM 2_a,WXLO3E,WSPMAE,40.7025948228235,64.69419833436413
h_05,line,138 kV Los Orígenes – SPM 2_a,WXLO2E,WLORIE,36.10660965673535,57.48018196369576
h_05,line,138 kV Los Orígenes – SPM_b,WSPMAE,WXLO1E,37.44484793825448,-57.350259829040084
h_05,line,138 kV Los Orígenes – SPM_a,WXLO1E,WLORIE,37.43939342143605,-57.362518051647434
h_05,line,138 kV CIP La Luisa – SPM 2_a,WXCL3E,WCLUIE,13.329124854700783,42.060203086071596
h_05,line,138 kV Derivación Sultana del Este,WSESTE,WXSESE,1.5083414729598648,-0.0011427094220409447
h_05,line,138 kV San Pedro Bio-Energy – SPM 2_b,WXSP1E,WSP2CE,13.394802922437998,-42.69428833408689
h_05,line,138kV SP Bio-Energy – SPM_a,WSPBEE,WXSP2E,21.518954788418654,67.31325961677932
h_05,line,138kV SP Bio-Energy – SPM_b,WXSESE,WXSP2E,21.527596151623328,-67.28039356045134
h_05,line,138 kV San Pedro Bio-Energy – SPM 2_a,WXSP1E,WSPBEE,13.393457932363685,42.69428833407279
h_05,line,138 kV Cotoperí – Higüey,WCOTAE,WHIGUE,15.364895826035777,21.67892909909265
h_05,line,138 kV Cumayasa – La Romana_b,WXCU2E,WLROME,41.784545059869295,64.65487301297324
h_05,line,138 kV Coastal – La Romana_c,WXCU3E,WLROME,35.40269876020662,54.63808947330525
h_05,line,138 kV El Soco – SPM 2_b,WXPSEE,WSP2CE,32.89537747967668,-50.66548856250215
h_05,line,138 kV El Seibo – Hato Mayor 2,WHMA2E,WESEIE,18.457778613782473,28.331166628620007
h_05,line,138 kV El Soco – Hato Mayor 2_a,WXES2E,WESOCE,32.911221379465495,-50.63483065424479
h_05,line,138 kV El Soco – SPM 2_a,WXPSEE,WESOCE,32.90330375239946,50.665488562504855
h_05,line,138 kV El Soco – Hato Mayor 2_b,WXES2E,WHMA2E,33.1418512956896,50.63483065424268
h_05,line,138 kV Cumayasa – SPM_a,WXCU1E,WCUMAE,41.88733668447263,64.77254727678667
h_05,line,138 kV Cumayasa – La Romana_a,WCUMAE,WXCU2E,41.750701367902934,64.6628947450829
h_05,line,138 kV Cumayasa – SPM_c,WXCO2E,WXCU1E,41.88599648443326,65.33409352881631
h_05,line,138 kV Coastal – La Romana_b,WXCO3E,WXCU3E,35.36410967142551,55.03823128909148
h_05,line,138 kV Coastal – SPM_a,WXCO1E,WCOAPE,35.28994953546834,55.25325749691865
h_05,line,138 kV Coastal – La Romana_a,WCOAPE,WXCO3E,35.26775782735886,55.11527431220573
h_05,line,138kV SP Bio-Energy – SPM_c,WXSESE,WSPMAE,42.59191609690275,67.27918594741831
h_05,line,138 kV Bonao 2 – Palamara L2,WBO21E,WPAL1E,43.35010926537546,-54.9765706862109
h_05,line,138 kV Bonao 2 – Palamara L1,WBO21E,WPAL1E,43.35010926537546,-54.9765706862109
h_05,line,138 kV Canabacoa – ZF Santiago_b,WXNIBE,WCAN1E,15.643203117697313,21.13032288797014
h_05,line,138 kV Navarrete 2 – Valverde Mao_a,WNA21E,WXCE2E,21.6960986697117,34.130350552973724
h_05,line,138 kV La Gallera – ZF Santiago,WLGA1E,WZSA1E,32.41047346527062,-50.70058143359524
h_05,line,138 kV Canabacoa – Nibaje_a,WCAN1E,WXNI3E,7.0222385993584835,8.80975943612711
h_05,line,138 kV Canabacoa – La Gallera,WLGA1E,WCAN1E,4.461870529503622,5.796971473593563
h_05,line,138 kV Bonao 2 – Canabacoa L1,WBO21E,WCAN1E,18.855114871614497,25.033232320219156
h_05,line,138 kV Bonao 2 – Canabacoa L2,WBO21E,WCAN1E,18.855114871614497,25.033232320219156
h_05,line,138 kV Canabacoa – Tavera L1,WTAV2E,WCAN1E,1.504430341508753,0.39067479609370864
h_05,line,138 kV Canabacoa – Tavera L2,WTAV2E,WCAN1E,1.504430341508753,0.39067479609370864
h_05,line,138 kV Agua Clara – Navarrete 2_c,WNA21E,WXCE1E,9.870163398891075,-15.652238681233458
h_05,line,138 kV Navarrete 2 – Valverde Mao_b,WXCE2E,WVMA1E,21.749318874037716,33.94359125175674
h_05,line,138 kV Nagua 2 – Pimentel,WPIM1E,WNAG2E,39.32019958702606,61.093828006763495
h_05,line,138 kV Pimentel – SFM,WSFM1E,WPIM1E,13.992612403019297,7.640510879679156
h_05,line,138 kV Los Guzmancito – Puerto Plata 2_b,WPP21E,WXLG2E,19.948326640548906,-63.03246286643074
h_05,line,138 kV Monción – Valverde Mao_a,WMONCE,WXCQ2E,9.53508054716172,-14.912902339095025
h_05,line,138 kV Monción – Valverde Mao_b,WXCQ2E,WVMA1E,9.57767167922537,-14.933293079900542
h_05,line,138 kV Dajabón – Santiago Rodríguez_b,WSRODE,WXSR2E,2.8776590761400387,-4.477725735862118
h_05,line,138 kV Monción – Santiago Rodríguez_b,WXSR1E,WXCQ1E,11.23160009397265,-15.860298032772347
h_05,line,138 kV Monción – Santiago Rodríguez_a,WXCQ1E,WMONCE,10.990012022731399,-15.894875325510657
h_05,line,138 kV Dajabón – Santiago Rodríguez_a,WDAJAE,WXSR2E,3.2632226352740457,4.484097856790136
h_05,line,138 kV Moca – Salcedo,WMOCAE,WSALCE,53.362516701611874,82.51058225348677
h_05,line,138 kV Salcedo – SFM,WSALCE,WSFM1E,44.03882656338122,66.49693498866726
h_05,line,138 kV Sánchez – Samaná,WSANCE,WSAMAE,7.337104139260042,10.338002400653274
h_05,line,138 kV Nagua 2 – Sánchez,WNAG2E,WSANCE,18.00922964315163,27.047595056070538
h_05,line,138 kV Canabacoa – Moca,WCAN1E,WMOCAE,66.04546311429122,103.95983821238497
h_05,line,138 kV Canabacoa – ZF Santiago_a,WZSA1E,WXNIBE,15.656046991279737,21.155091324314483
h_05,line,138 kV Nibaje – ZF Santiago_b,WZSA1E,WXNI2E,29.42150501004709,39.70885869340899
h_05,line,138 kV Puerto Plata 2 – ZF Santiago L2,,,,0.0
h_05,line,138 kV Puerto Plata 2 – San Felipe L2,WSFEL2,WPP21E,0.07112716134048128,0.0
h_05,line,138 kV López Angostura – Tavera,WLANGE,WTAV2E,4.525306137012985,6.947804287908764
h_05,line,138 kV Bonao 2 – Bonao 3 L1,WBO31E,WBO21E,7.221274187311767,20.151863361890857
h_05,line,138 kV El Naranjo – Puerto Plata 2_a,WNAR1E,WXNV2E,10.357010661332549,27.88949572022257
h_05,line,138 kV Bonao 2 – Bonao 3 L2,WBO31E,WBO21E,7.221274187311767,20.151863361890857
h_05,line,138 kV Monción – Santiago Rodríguez_c,WXSR1E,WSRODE,11.245759826610085,15.860298032771802
